inst_idx,dataset,group,instance,n,m,method,param,iter,of
10,Ran,second10,Ran 250 17.txt,250,75,CGR,0.7,1,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR,0.7,2,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR,0.7,3,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR,0.7,4,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR,0.7,5,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR,0.9,1,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR,0.9,2,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR,0.9,3,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR,0.9,4,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR,0.9,5,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.1,1,50.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.1,2,50.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.1,3,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.1,4,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.1,5,50.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.3,1,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.3,2,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.3,3,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.3,4,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.3,5,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.5,1,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.5,2,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.5,3,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.5,4,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.5,5,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.7,1,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.7,2,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.7,3,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.7,4,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.7,5,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.9,1,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.9,2,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.9,3,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.9,4,51.0
10,Ran,second10,Ran 250 17.txt,250,75,CGR2,0.9,5,51.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.1,1,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.1,2,54.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.1,3,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.1,4,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.1,5,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.3,1,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.3,2,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.3,3,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.3,4,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.3,5,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.5,1,52.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.5,2,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.5,3,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.5,4,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.5,5,52.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.7,1,52.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.7,2,52.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.7,3,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.7,4,52.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.7,5,52.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.9,1,51.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.9,2,51.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.9,3,51.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.9,4,51.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR,0.9,5,51.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.1,1,52.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.1,2,52.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.1,3,52.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.1,4,52.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.1,5,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.3,1,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.3,2,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.3,3,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.3,4,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.3,5,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.5,1,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.5,2,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.5,3,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.5,4,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.5,5,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.7,1,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.7,2,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.7,3,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.7,4,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.7,5,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.9,1,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.9,2,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.9,3,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.9,4,53.0
11,Ran,first10,Ran 500 10.txt,500,50,CGR2,0.9,5,53.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.1,1,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.1,2,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.1,3,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.1,4,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.1,5,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.3,1,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.3,2,4.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.3,3,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.3,4,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.3,5,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.5,1,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.5,2,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.5,3,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.5,4,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.5,5,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.7,1,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.7,2,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.7,3,4.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.7,4,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.7,5,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.9,1,2.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.9,2,2.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.9,3,2.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.9,4,2.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR,0.9,5,2.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.1,1,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.1,2,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.1,3,2.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.1,4,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.1,5,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.3,1,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.3,2,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.3,3,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.3,4,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.3,5,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.5,1,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.5,2,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.5,3,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.5,4,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.5,5,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.7,1,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.7,2,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.7,3,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.7,4,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.7,5,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.9,1,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.9,2,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.9,3,4.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.9,4,3.0
12,Ran,second10,Ran 500 14.txt,500,150,CGR2,0.9,5,3.0
